# run=2026-09-24_0754  universe=1144  cache_hit=47.6%  price_stale=1072/1144  fetch_failed=10/1144
ready_to_buy_score,ticker,price,target_upside,quality_flag,cyclicality,cyclical_driver,cycle_position,cycle_reason,turn_state,turn_persist,trailingPE,forwardPE,peg,pe_delta,eps_rev_90d,eps_rev_30d,rev_accel,rsi14,pct_change_1d,pct_change_5d,pct_change_1mo,dist_from_ath,pct_from_52wk_high,pct_from_52wk_low,pct_from_ma50,close_vs_range,recent_action,gap_pct,intraday_range_pct,trend_3d,days_since_5pct_move,last_5pct_direction,price_above_ma50,sector,vol_1d,vol_10d_avg,vol_3mo_avg,vol_vs_10d_avg,vol_vs_3mo_avg,vol_event,vol_event_read,volume_trend,vol_spike_tag,days_since_vol_spike,last_vol_spike_direction,last_vol_spike_magnitude,vol_spike_recent,rtb_b4,rtb_b2,rtb_b3,rtb_b1,rtb_b5,rtb_b1_confirm,rtb_b1_ma50,rtb_b1_5d,rtb_b1_1mo,rtb_b1_combo,rtb_quality_pts,rtb_cycle_pts,rtb_f1_timing,rtb_f2_estimates,rtb_f3_ath,rtb_f4_targets,rtb_f5_trend,rtb_f6_volume,rtb_f7_cycle,div_yield,total_return_potential,near_target,payout_ratio,ex_dividend_date,days_since_ex_div,fresh_post_ex_div
15.2,NTNX,69.68,9.7%,MEDIUM,MIXED,CAPEX,EARLY,margins expanding + est rising (op_m=13%),WATCH,,13.48,26.20,,-12.70,4.43,4.44,0.01,63.00,-0.5%,2.5%,3.0%,-16.4%,-11.2%,104.9%,9.7%,52.50,NORMAL,-0.56,2.02,MIXED,17.00,UP,True,Technology,1838776,2571130,3457942,0.71,0.53,LIGHT,FAKE-BOUNCE,0.74,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.69,False,8.0,6.8,2.4,12.0,-14.0,3.0,4.0,3.0,2.0,0.0,8.0,0.0,12.0,6.8,2.4,-14.0,,,8.0,,9.7%,True,0.00,,,False
15.1,NVO,38.17,21.3%,HIGH,DEFENSIVE,,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,9.79,11.29,,-1.50,2.19,0.24,-1.95,27.50,-3.1%,-8.5%,-18.6%,-74.2%,-40.5%,8.7%,-17.5%,1.00,GRINDING-DOWN,-1.27,2.57,FALLING,2.00,DOWN,False,Healthcare,18213389,16012780,12486954,1.14,1.46,NORMAL,normal,1.28,DISTRIB-CONFIRMED-RECENTLY,2.00,DOWN,1.96,False,10.0,1.4,11.7,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,10.0,0.0,-11.0,1.4,11.7,3.0,,,10.0,4.72,26.0%,False,0.44,2026-08-16,39.00,False
15.1,PATH,13.04,25.2%,MEDIUM,MIXED,CAPEX,MID,"margins expanding, estimates not yet moving",FALLING_KNIFE,,19.76,14.14,0.49,5.60,1.68,1.74,0.06,37.50,-1.6%,-4.3%,-21.3%,-78.1%,-34.3%,41.7%,-9.7%,53.80,GRINDING-DOWN,-0.11,5.48,FALLING,7.00,UP,False,Technology,54307593,53317650,63575882,1.02,0.85,NORMAL,normal,0.84,DISTRIB-CONFIRMED-RECENTLY,13.00,DOWN,1.64,False,8.0,2.6,12.5,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,2.6,12.5,3.0,,,8.0,,25.2%,False,0.00,,,False
14.9,CHRW,149.67,32.0%,MEDIUM,MIXED,ECONOMIC,EARLY,margins expanding + est rising (op_m=5%),FALLING_KNIFE,,28.56,19.95,1.82,8.60,2.06,0.00,-2.06,43.70,-2.1%,-5.1%,5.7%,-28.8%,-28.8%,21.1%,-6.5%,56.90,GRINDING-DOWN,-1.98,2.68,FALLING,18.00,UP,False,Industrials,1266605,1506200,1729101,0.84,0.73,NORMAL,normal,0.87,,,,,False,8.0,1.1,4.8,-2.0,3.0,3.0,-6.0,-3.0,4.0,0.0,8.0,0.0,-2.0,1.1,4.8,3.0,,,8.0,1.68,33.7%,False,0.48,2026-09-03,21.00,False
14.8,CVX,205.51,8.1%,MEDIUM,CYCLICAL,COMMODITY,EARLY,fwd<trail PE + healthy margins (op_m=22%) → grower (EARLY),FALLING_KNIFE,,19.91,15.14,0.89,4.80,7.95,2.78,-5.17,49.00,0.9%,-5.6%,0.1%,-5.6%,-5.6%,40.3%,2.9%,57.70,NORMAL,0.39,1.71,MIXED,179.00,UP,True,Energy,8247575,12295670,9048834,0.67,0.91,LIGHT,light-dip,1.36,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,5.23,False,12.0,7.0,5.8,4.0,-14.0,3.0,4.0,-3.0,0.0,0.0,8.0,4.0,4.0,7.0,5.8,-14.0,,,12.0,3.40,11.5%,True,0.67,2026-08-18,37.00,False
14.8,TYL,332.53,28.3%,MEDIUM,MIXED,ECONOMIC,EARLY,margins expanding + est rising (op_m=15%),FUNDAMENTALS_READY_PRICE_FALLING,,43.70,21.66,1.52,22.00,6.91,3.50,-3.41,43.70,0.0%,-5.8%,-5.2%,-49.7%,-37.5%,22.8%,-0.1%,33.80,NORMAL,0.05,2.80,MIXED,6.00,UP,False,Technology,563191,817500,874242,0.69,0.64,LIGHT,light-dip,0.94,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.50,False,8.0,7.2,5.6,-9.0,3.0,3.0,-4.0,-3.0,-5.0,0.0,8.0,0.0,-9.0,7.2,5.6,3.0,,,8.0,,28.3%,False,0.00,1990-01-30,13386,False
14.7,STE,209.98,25.3%,MEDIUM,DEFENSIVE,,MID,"margins expanding, estimates not yet moving",EARLY_TURN,,25.64,17.15,1.74,8.50,1.16,0.04,-1.12,35.70,1.5%,-0.1%,-11.8%,-22.1%,-22.1%,7.6%,-6.5%,89.30,NORMAL,0.70,1.55,RISING,39.00,UP,False,Healthcare,534003,777480,769728,0.69,0.69,LIGHT,light-dip,1.01,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.01,False,8.0,0.7,6.0,-3.0,3.0,6.0,-4.0,0.0,-5.0,0.0,8.0,0.0,-3.0,0.7,6.0,3.0,,,8.0,1.20,26.5%,False,0.31,2026-09-03,21.00,False
14.7,AIG,75.58,17.0%,MEDIUM,MIXED,RATE,MID,fwd<trail PE but eps30=0.0 flat/weak → MID,WATCH,,13.72,8.60,,5.10,-1.28,0.03,1.31,46.60,1.4%,-0.5%,-0.7%,-14.2%,-13.4%,6.1%,-2.2%,48.50,NORMAL,0.63,2.26,MIXED,98.00,UP,False,Financial Services,3493784,4975950,3809132,0.70,0.92,LIGHT,light-dip,1.31,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.02,False,8.0,-0.7,13.4,-1.0,-5.0,3.0,-4.0,0.0,0.0,0.0,8.0,0.0,-1.0,-0.7,13.4,-5.0,,,8.0,2.45,19.5%,False,0.34,2026-09-15,9.00,False
14.7,SF,71.93,23.7%,MEDIUM,MIXED,RATE,EARLY,fwd<trail PE + healthy margins (op_m=22%) → grower (EARLY),FALLING_KNIFE,,12.84,9.81,0.87,3.00,4.67,0.00,-4.67,24.60,-5.0%,-6.4%,-11.2%,-19.9%,-19.9%,6.1%,-10.8%,5.60,GRINDING-DOWN,-3.80,2.72,FALLING,0.00,DOWN,False,Financial Services,1308344,1208580,1236520,1.08,1.06,NORMAL,normal,0.98,,3.00,UP,2.26,True,8.0,2.5,12.2,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,2.5,12.2,3.0,,,8.0,1.79,25.5%,False,0.23,2026-08-31,24.00,False
14.6,GOOGL,337.83,27.1%,HIGH,MIXED,ECONOMIC,MID,margins expanding + est rising (op_m=34%),FALLING_KNIFE,,16.95,22.67,1.25,-5.70,3.10,0.46,-2.64,45.10,-3.8%,-1.5%,-2.9%,-17.3%,-17.3%,43.2%,-2.1%,3.00,DISTRIBUTION,-0.37,3.71,FALLING,37.00,UP,False,Communication Services,35324218,28760670,30439857,1.23,1.16,ELEVATED,ELEVATED-CHURN,0.94,,4.00,UP,1.56,True,10.0,2.1,6.5,-7.0,3.0,3.0,-6.0,0.0,-4.0,0.0,10.0,0.0,-7.0,2.1,6.5,3.0,,,10.0,0.25,27.4%,False,0.04,2026-09-03,21.00,False
14.6,HSY,168.45,22.0%,MEDIUM,MIXED,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",WATCH,,22.98,17.07,0.85,5.90,-0.71,0.00,0.71,35.80,0.3%,-1.2%,-9.7%,-39.2%,-29.7%,4.3%,-5.2%,43.50,BASING,0.49,1.32,MIXED,157.00,UP,False,Consumer Defensive,1058234,1629090,1761201,0.65,0.60,LIGHT,light-dip,0.93,ACCUM-CONFIRMED-RECENTLY,3.00,UP,2.43,True,8.0,-0.4,10.0,-6.0,3.0,3.0,-4.0,0.0,-5.0,0.0,8.0,0.0,-6.0,-0.4,10.0,3.0,,,8.0,3.35,25.4%,False,0.77,2026-08-13,42.00,False
14.6,BAM,45.26,27.1%,HIGH,MIXED,RATE,MID,"margins expanding, estimates not yet moving",WATCH,,26.01,20.85,1.05,5.20,-0.47,0.00,0.47,32.10,-2.1%,-1.3%,-13.5%,-29.4%,-23.7%,7.3%,-8.9%,5.40,GRINDING-DOWN,-1.15,1.63,MIXED,76.00,DOWN,False,Financial Services,1610636,2900640,2663137,0.56,0.60,LIGHT,light-dip,1.09,DISTRIB-CONFIRMED-RECENTLY,10.00,DOWN,1.63,False,10.0,-0.3,7.9,-6.0,3.0,3.0,-4.0,0.0,-5.0,0.0,10.0,0.0,-6.0,-0.3,7.9,3.0,,,10.0,4.15,31.2%,False,1.08,2026-08-30,25.00,False
14.5,GOOG,334.98,26.1%,HIGH,MIXED,ECONOMIC,MID,margins expanding + est rising (op_m=34%),FALLING_KNIFE,,16.81,22.48,1.24,-5.70,2.60,0.48,-2.12,44.90,-3.6%,-1.3%,-2.8%,-17.2%,-17.2%,41.5%,-2.3%,6.40,DISTRIBUTION,-0.32,3.62,FALLING,37.00,UP,False,Communication Services,23055710,19197790,20663108,1.20,1.12,ELEVATED,ELEVATED-CHURN,0.93,ACCUM-CONFIRMED-RECENTLY,4.00,UP,1.65,True,10.0,1.9,6.6,-7.0,3.0,3.0,-6.0,0.0,-4.0,0.0,10.0,0.0,-7.0,1.9,6.6,3.0,,,10.0,0.25,26.3%,False,0.04,2026-09-03,21.00,False
14.4,IBN,27.91,31.0%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=39%) → grower (MID),FALLING_KNIFE,,17.44,15.00,0.52,2.40,-2.58,0.64,3.22,33.70,-1.5%,-1.7%,-6.7%,-19.3%,-15.5%,11.3%,-5.8%,59.30,GRINDING-DOWN,-1.66,0.97,MIXED,115.00,UP,False,Financial Services,5678761,4229130,6358486,1.34,0.89,ELEVATED,ELEVATED-DOWN,0.67,,,,,False,8.0,-0.7,12.1,-8.0,3.0,3.0,-6.0,0.0,-5.0,0.0,8.0,0.0,-8.0,-0.7,12.1,3.0,,,8.0,0.90,31.9%,False,0.14,2026-08-02,53.00,False
14.3,FOXA,63.13,21.0%,MEDIUM,MIXED,ECONOMIC,EARLY,fwd<trail PE + healthy margins (op_m=25%) → grower (EARLY),FALLING_KNIFE,,16.47,10.82,,5.70,4.32,0.01,-4.31,45.00,-2.5%,-6.6%,-7.9%,-17.3%,-17.4%,30.6%,-0.3%,85.30,FELL-RECOVERED,-1.05,1.59,MIXED,26.00,UP,False,Communication Services,1811065,5696700,5901118,0.32,0.31,VERY_LIGHT,light-dip,0.96,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.25,False,8.0,2.3,12.0,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,2.3,12.0,3.0,,,8.0,0.89,21.9%,False,0.15,2026-09-01,23.00,False
14.2,MSCI,556.84,24.3%,HIGH,MIXED,RATE,MID,"margins expanding, estimates not yet moving",WATCH,,30.99,24.72,1.87,6.30,-0.04,0.10,0.14,47.40,-0.4%,2.2%,-1.2%,-18.1%,-13.6%,11.1%,-2.2%,75.60,FELL-RECOVERED,-1.94,2.54,MIXED,44.00,DOWN,False,Financial Services,282793,599170,662863,0.47,0.43,VERY_LIGHT,FAKE-BOUNCE,0.90,,,,,False,10.0,0.1,3.1,-2.0,3.0,3.0,-4.0,3.0,-4.0,0.0,10.0,0.0,-2.0,0.1,3.1,3.0,,,10.0,1.38,25.7%,False,0.42,2026-08-13,42.00,False
14.2,ALL,227.95,21.1%,HIGH,MIXED,RATE,MID,margins expanding + est rising (op_m=23%),FALLING_KNIFE,,4.59,8.26,1.69,-3.70,5.13,0.40,-4.73,25.20,-6.1%,-11.4%,-10.2%,-17.8%,-17.8%,21.2%,-11.4%,0.60,GRINDING-DOWN,-5.85,3.17,FALLING,0.00,DOWN,False,Financial Services,2059619,2184690,1779992,0.94,1.16,NORMAL,normal,1.23,DISTRIB-CONFIRMED-RECENTLY,1.00,DOWN,2.32,False,10.0,3.1,9.1,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,10.0,0.0,-11.0,3.1,9.1,3.0,,,10.0,1.82,22.9%,False,0.08,2026-08-30,25.00,False
14.2,COF,196.10,32.0%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=34%) → grower (MID),FALLING_KNIFE,,11.04,8.14,0.30,2.90,-0.70,0.23,0.93,31.50,-4.3%,-5.2%,-10.0%,-24.5%,-24.5%,12.5%,-7.8%,6.50,DISTRIBUTION,-2.84,2.02,MIXED,53.00,DOWN,False,Financial Services,4920255,3969730,4178351,1.24,1.18,ELEVATED,ELEVATED-DOWN,0.95,ACCUM-CONFIRMED-RECENTLY,3.00,UP,1.93,True,8.0,-0.1,14.3,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,-0.1,14.3,3.0,,,8.0,1.53,33.5%,False,0.17,2026-08-16,39.00,False
14.1,EXPO,65.85,27.6%,HIGH,CYCLICAL,CAPEX,TROUGH,fwd<trail PE + eps30=2.8>1.5 + low margins → TROUGH,FALLING_KNIFE,,29.93,23.20,2.03,6.70,2.82,2.82,0.00,38.80,-1.9%,-2.2%,-6.2%,-48.4%,-19.6%,26.9%,-1.6%,4.30,GRINDING-DOWN,-1.31,1.42,FALLING,87.00,UP,False,Industrials,127367,591940,542917,0.21,0.23,VERY_LIGHT,light-dip,1.09,ACCUM-CONFIRMED-RECENTLY,3.00,UP,2.48,True,14.0,4.3,0.8,-8.0,3.0,3.0,-6.0,0.0,-5.0,0.0,10.0,4.0,-8.0,4.3,0.8,3.0,,,14.0,1.85,29.4%,False,0.55,2026-09-03,21.00,False
14.1,ORLY,86.33,24.9%,MEDIUM,MIXED,ECONOMIC,MID,fwd<trail PE + healthy margins (op_m=20%) → grower (MID),FUNDAMENTALS_READY_PRICE_FALLING,,27.40,23.63,1.61,3.80,0.88,0.00,-0.88,46.60,4.2%,1.4%,-3.1%,-20.6%,-20.6%,4.5%,-2.3%,69.20,STRENGTH-HOLLOW,2.82,2.00,MIXED,55.00,DOWN,False,Consumer Cyclical,1973024,7273600,7208683,0.27,0.27,VERY_LIGHT,light-dip,1.01,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.50,False,8.0,0.5,4.6,-2.0,3.0,3.0,-4.0,3.0,-4.0,0.0,8.0,0.0,-2.0,0.5,4.6,3.0,,,8.0,,24.9%,False,0.00,,,False
14.1,AVY,173.61,16.2%,MEDIUM,MIXED,ECONOMIC,MID,fwd<trail PE but eps30=0.0 flat/weak → MID,WATCH,,18.69,15.52,1.92,3.20,0.63,0.00,-0.63,50.20,2.5%,1.2%,-5.5%,-25.6%,-13.0%,13.9%,1.1%,62.30,STRENGTH-HOLLOW,0.80,1.84,RISING,229.00,UP,True,Consumer Cyclical,199327,975700,858558,0.20,0.23,VERY_LIGHT,light-dip,1.14,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,3.14,False,8.0,0.3,5.8,5.0,-5.0,3.0,4.0,3.0,-5.0,0.0,8.0,0.0,5.0,0.3,5.8,-5.0,,,8.0,2.20,18.4%,False,0.42,2026-09-01,23.00,False
13.9,HTHT,42.78,41.7%,MEDIUM,CYCLICAL,ECONOMIC,MID,"margins expanding, estimates not yet moving",FUNDAMENTALS_READY_PRICE_FALLING,,30.56,13.40,,17.20,0.52,-0.42,-0.94,40.30,-2.0%,-1.3%,-13.0%,-24.5%,-24.5%,17.0%,-2.6%,7.00,GRINDING-DOWN,-1.19,1.33,MIXED,23.00,UP,False,Consumer Cyclical,1157778,1332120,1855443,0.87,0.62,NORMAL,normal,0.72,,,,,False,-2.0,-0.1,0.0,-6.0,22.0,3.0,-4.0,0.0,-5.0,0.0,8.0,-10.0,-6.0,-0.1,0.0,22.0,,,-2.0,5.07,46.7%,False,1.56,2026-09-07,17.00,False
13.8,PG,147.39,9.0%,HIGH,DEFENSIVE,,TROUGH,"margins contracting, estimates stabilising",WATCH,,22.26,19.92,,2.30,-1.08,0.04,1.12,55.50,0.9%,0.5%,1.9%,-18.3%,-11.9%,7.1%,0.9%,14.00,BASING,1.23,1.21,MIXED,,,True,Consumer Defensive,6566772,8826320,8909658,0.74,0.74,LIGHT,light-dip,0.99,,,,,False,10.0,-0.5,6.3,12.0,-14.0,3.0,4.0,3.0,2.0,0.0,10.0,0.0,12.0,-0.5,6.3,-14.0,,,10.0,2.89,11.9%,True,0.64,2026-07-23,63.00,False
13.7,TREX,43.62,25.3%,MEDIUM,CYCLICAL,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",FUNDAMENTALS_READY_PRICE_FALLING,,25.96,21.62,,4.30,8.74,0.05,-8.69,43.90,1.7%,-0.0%,-6.9%,-69.1%,-19.7%,46.5%,-4.1%,15.90,NORMAL,1.72,2.59,RISING,33.00,UP,False,Industrials,1096241,1627650,1889077,0.67,0.58,LIGHT,light-dip,0.86,,,,,False,12.0,4.7,0.0,-6.0,3.0,3.0,-4.0,0.0,-5.0,0.0,8.0,4.0,-6.0,4.7,0.0,3.0,,,12.0,,25.3%,False,0.00,,,False
13.7,BXP,62.36,22.4%,MEDIUM,CYCLICAL,RATE,EARLY,fwd<trail PE + healthy margins (op_m=29%) → grower (EARLY),FALLING_KNIFE,,33.53,28.05,,5.50,4.59,6.26,1.67,34.90,-2.8%,-2.3%,-7.8%,-53.1%,-18.3%,25.4%,-8.1%,4.70,GRINDING-DOWN,-0.09,3.08,MIXED,142.00,DOWN,False,Real Estate,1367195,1621420,1406268,0.84,0.97,NORMAL,normal,1.15,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,3.43,False,10.0,8.7,0.0,-8.0,3.0,3.0,-6.0,0.0,-5.0,0.0,8.0,2.0,-8.0,8.7,0.0,3.0,,,10.0,4.49,26.9%,False,1.51,2026-09-29,,False
13.7,TSEM,230.50,36.4%,MEDIUM,CYCLICAL,COMMODITY,TROUGH,fwd<trail PE + eps30=2.1>1.5 + low margins → TROUGH,WATCH,CONFIRMED-2d (holding),90.75,34.70,3.43,56.00,15.76,2.09,-13.67,55.20,-1.4%,18.1%,3.5%,-28.0%,-28.0%,247.7%,1.7%,49.80,NORMAL,1.25,5.58,MIXED,3.00,UP,True,Technology,1471446,2330510,1936671,0.63,0.76,LIGHT,FAKE-BOUNCE,1.20,ACCUM-CONFIRMED-RECENTLY,3.00,UP,4.83,True,15.0,10.5,-3.8,12.0,0.0,3.0,4.0,3.0,2.0,0.0,8.0,8.0,12.0,10.5,-3.8,0.0,,,15.0,,36.4%,False,0.00,1997-09-23,10593,False
13.7,SLM,23.61,20.9%,MEDIUM,MIXED,RATE,MID,no clear directional signal,FALLING_KNIFE,,6.77,7.02,,-0.30,-1.22,0.00,1.22,30.70,-5.8%,-9.7%,-10.8%,-32.5%,-24.0%,32.9%,-9.7%,3.90,GRINDING-DOWN,-3.27,3.22,FALLING,0.00,DOWN,False,Financial Services,1542496,1925640,2472743,0.80,0.62,NORMAL,normal,0.78,ACCUM-CONFIRMED-RECENTLY,3.00,UP,2.04,True,8.0,-0.7,14.4,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,-0.7,14.4,3.0,,,8.0,2.20,23.1%,False,0.14,2026-09-03,21.00,False
13.6,C,131.93,17.3%,MEDIUM,MIXED,RATE,EARLY,fwd<trail PE + healthy margins (op_m=36%) → grower (EARLY),FUNDAMENTALS_READY_PRICE_FALLING,,14.23,10.23,0.60,4.00,2.38,0.11,-2.27,43.30,-2.3%,-3.1%,0.2%,-10.8%,-10.8%,40.9%,-1.6%,30.50,GRINDING-DOWN,-2.85,1.81,MIXED,49.00,DOWN,False,Financial Services,8636104,10771570,11187528,0.80,0.77,NORMAL,normal,0.96,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.81,False,8.0,1.4,13.2,-4.0,-5.0,3.0,-4.0,-3.0,0.0,0.0,8.0,0.0,-4.0,1.4,13.2,-5.0,,,8.0,1.82,19.1%,False,0.26,2026-08-02,53.00,False
13.6,SAP,210.62,19.4%,HIGH,MIXED,ECONOMIC,MID,"margins expanding, estimates not yet moving",WATCH,,27.46,21.74,1.61,5.70,-0.44,0.68,1.12,52.10,0.7%,-2.3%,-3.7%,-32.8%,-25.1%,45.3%,6.5%,14.00,NORMAL,1.08,1.84,MIXED,6.00,UP,True,Technology,1553034,1801420,2821874,0.86,0.55,NORMAL,normal,0.64,,,,,False,10.0,0.4,5.2,3.0,-5.0,3.0,4.0,0.0,-4.0,0.0,10.0,0.0,3.0,0.4,5.2,-5.0,,,10.0,1.19,20.6%,False,0.38,2026-05-05,142.00,False
13.2,HLN,9.15,31.0%,MEDIUM,DEFENSIVE,,MID,"margins expanding, estimates not yet moving",FALLING_KNIFE,,19.04,14.76,,4.30,1.82,-0.27,-2.09,35.40,-2.2%,-0.9%,-8.5%,-19.8%,-18.8%,5.8%,-6.4%,0.00,GRINDING-DOWN,-0.96,2.20,MIXED,144.00,DOWN,False,Healthcare,14784766,23119210,11137085,0.64,1.33,LIGHT,light-dip,2.08,DISTRIB-CONFIRMED-RECENTLY,1.00,DOWN,1.92,False,8.0,0.7,9.5,-8.0,3.0,3.0,-6.0,0.0,-5.0,0.0,8.0,0.0,-8.0,0.7,9.5,3.0,,,8.0,0.80,31.8%,False,0.40,2026-08-13,42.00,False
13.0,RL,337.47,32.4%,MEDIUM,CYCLICAL,ECONOMIC,EARLY,margins expanding + est rising (op_m=18%),FUNDAMENTALS_READY_PRICE_FALLING,,21.28,16.14,1.86,5.10,2.47,0.15,-2.32,39.10,-0.7%,0.7%,-9.4%,-20.0%,-20.0%,12.5%,-8.0%,2.90,NORMAL,1.69,2.66,MIXED,50.00,DOWN,False,Consumer Cyclical,697405,695620,694395,1.00,1.00,NORMAL,normal,1.00,,3.00,UP,1.51,True,10.0,1.5,1.5,-3.0,3.0,3.0,-4.0,3.0,-5.0,0.0,8.0,2.0,-3.0,1.5,1.5,3.0,,,10.0,1.11,33.5%,False,0.24,2026-09-24,0.00,False
13.0,OFG,51.56,9.6%,MEDIUM,MIXED,RATE,EARLY,fwd<trail PE + healthy margins (op_m=43%) → grower (EARLY),FALLING_KNIFE,,10.19,10.07,,0.10,8.98,8.69,-0.29,41.50,-1.3%,-2.5%,-1.3%,-5.3%,-5.3%,44.4%,-1.5%,17.40,GRINDING-DOWN,-1.05,1.67,FALLING,44.00,UP,False,Financial Services,290096,327940,317516,0.89,0.91,NORMAL,normal,1.03,ACCUM-CONFIRMED-RECENTLY,3.00,UP,2.88,True,8.0,13.5,12.5,-7.0,-14.0,3.0,-6.0,0.0,-4.0,0.0,8.0,0.0,-7.0,13.5,12.5,-14.0,,,8.0,2.52,12.1%,True,0.26,2026-09-29,,False
13.0,EXPE,259.04,30.8%,MEDIUM,CYCLICAL,ECONOMIC,EARLY,margins expanding + est rising (op_m=19%),FALLING_KNIFE,,16.28,10.59,0.74,5.70,5.92,1.39,-4.53,32.40,-7.8%,-11.6%,-19.5%,-24.3%,-24.3%,39.8%,-13.0%,6.60,DISTRIBUTION,-1.07,7.84,MIXED,0.00,DOWN,False,Consumer Cyclical,5012660,2342280,1674522,2.14,2.99,MAJOR_EVENT,MAJOR-DOWN,1.40,DISTRIB-CONFIRMED-RECENTLY,1.00,DOWN,3.05,False,10.0,4.5,6.5,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,2.0,-11.0,4.5,6.5,3.0,,,10.0,0.68,31.5%,False,0.11,2026-08-26,29.00,False
12.9,BAP,385.38,10.9%,MEDIUM,MIXED,RATE,EARLY,fwd<trail PE + healthy margins (op_m=49%) → grower (EARLY),WATCH,CONFIRMED-1d (holding),14.73,11.23,4.55,3.50,3.54,0.92,-2.62,54.50,-1.2%,3.4%,1.7%,-6.7%,-6.7%,67.2%,0.6%,0.00,NORMAL,0.08,2.23,MIXED,66.00,UP,True,Financial Services,232926,369600,408757,0.63,0.57,LIGHT,FAKE-BOUNCE,0.90,,,,,False,8.0,2.8,2.1,12.0,-12.0,3.0,4.0,3.0,2.0,0.0,8.0,0.0,12.0,2.8,2.1,-12.0,,,8.0,12.97,23.9%,False,0.54,2026-05-17,130.00,False
12.8,PR,21.68,25.2%,MEDIUM,CYCLICAL,COMMODITY,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,14.45,9.75,1.25,4.70,4.94,1.92,-3.02,39.90,-1.3%,-11.5%,-8.7%,-12.0%,-12.0%,81.9%,-1.5%,52.70,GRINDING-DOWN,-1.91,2.58,FALLING,4.00,DOWN,False,Energy,11246988,12242780,10115010,0.92,1.11,NORMAL,normal,1.21,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.69,False,12.0,4.6,4.2,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,4.0,-11.0,4.6,4.2,3.0,,,12.0,2.86,28.1%,False,0.40,2026-09-15,9.00,False
12.6,GDDY,96.38,9.1%,MEDIUM,MIXED,CAPEX,MID,margins expanding + est rising (op_m=27%),FALLING_KNIFE,,14.60,8.74,0.54,5.90,2.20,-0.62,-2.82,48.20,-8.0%,-5.9%,-0.7%,-55.4%,-32.8%,34.6%,0.5%,69.30,DISTRIBUTION,-6.31,6.01,MIXED,0.00,DOWN,True,Technology,3753973,2435660,2375226,1.54,1.58,HIGH,HIGH-DOWN,1.02,DISTRIB-CONFIRMED-RECENTLY,1.00,DOWN,1.58,False,8.0,0.6,14.0,4.0,-14.0,3.0,4.0,-3.0,0.0,0.0,8.0,0.0,4.0,0.6,14.0,-14.0,,,8.0,,9.1%,True,0.00,,,False
12.5,FITB,51.69,21.7%,MEDIUM,MIXED,RATE,MID,fwd<trail PE + healthy margins (op_m=39%) → grower (MID),FALLING_KNIFE,,17.40,10.45,,7.00,0.47,0.05,-0.42,33.70,-3.0%,-5.5%,-5.7%,-13.1%,-13.1%,29.1%,-7.5%,2.80,DISTRIBUTION,-1.56,2.05,MIXED,146.00,DOWN,False,Financial Services,7453337,6153520,6365197,1.21,1.17,ELEVATED,ELEVATED-DOWN,0.97,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.56,False,8.0,0.3,12.2,-11.0,3.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,0.3,12.2,3.0,,,8.0,3.10,24.8%,False,0.54,2026-09-29,,False
