# run=2026-09-24_0754  universe=1144  cache_hit=47.6%  price_stale=1072/1144  fetch_failed=10/1144
ready_to_buy_score,ticker,price,target_upside,quality_flag,cyclicality,cyclical_driver,cycle_position,cycle_reason,turn_state,turn_persist,trailingPE,forwardPE,peg,pe_delta,eps_rev_90d,eps_rev_30d,rev_accel,rsi14,pct_change_1d,pct_change_5d,pct_change_1mo,dist_from_ath,pct_from_52wk_high,pct_from_52wk_low,pct_from_ma50,close_vs_range,recent_action,gap_pct,intraday_range_pct,trend_3d,days_since_5pct_move,last_5pct_direction,price_above_ma50,sector,vol_1d,vol_10d_avg,vol_3mo_avg,vol_vs_10d_avg,vol_vs_3mo_avg,vol_event,vol_event_read,volume_trend,vol_spike_tag,days_since_vol_spike,last_vol_spike_direction,last_vol_spike_magnitude,vol_spike_recent,rtb_b4,rtb_b2,rtb_b3,rtb_b1,rtb_b5,rtb_b1_confirm,rtb_b1_ma50,rtb_b1_5d,rtb_b1_1mo,rtb_b1_combo,rtb_quality_pts,rtb_cycle_pts,rtb_f1_timing,rtb_f2_estimates,rtb_f3_ath,rtb_f4_targets,rtb_f5_trend,rtb_f6_volume,rtb_f7_cycle,div_yield,total_return_potential,near_target,payout_ratio,ex_dividend_date,days_since_ex_div,fresh_post_ex_div
26.0,BDC,114.13,34.2%,MEDIUM,MIXED,CAPEX,MID,fwd<trail PE but eps30=0.0 flat/weak → MID,FUNDAMENTALS_READY_PRICE_FALLING,,18.53,11.37,1.05,7.20,13.28,0.00,-13.28,46.30,3.2%,2.5%,-6.8%,-28.7%,-28.7%,16.5%,-2.8%,34.90,GAP-UP-FADED,4.20,2.84,MIXED,6.00,DOWN,False,Technology,394961,474580,516851,0.83,0.76,NORMAL,normal,0.92,,,,,False,8.0,7.1,10.9,-3.0,3.0,3.0,-4.0,3.0,-5.0,0.0,8.0,0.0,-3.0,7.1,10.9,3.0,,,8.0,0.18,34.4%,False,0.03,2026-09-15,9.00,False
25.6,KLAC,187.86,24.4%,HIGH,CYCLICAL,CAPEX,EARLY,fwd<trail PE + healthy margins (op_m=42%) → grower (EARLY),FUNDAMENTALS_READY_PRICE_FALLING,,51.33,28.02,1.80,23.30,11.75,1.54,-10.21,54.20,2.1%,11.8%,2.1%,-38.9%,-38.9%,91.5%,-1.7%,97.80,NORMAL,1.24,3.34,RISING,6.00,DOWN,False,Technology,8847523,10236680,11811565,0.86,0.75,NORMAL,normal,0.87,ACCUM-CONFIRMED-RECENTLY,3.00,UP,1.70,True,12.0,7.8,1.8,4.0,3.0,3.0,-4.0,3.0,2.0,0.0,10.0,2.0,4.0,7.8,1.8,3.0,,,12.0,0.43,24.9%,False,0.22,2026-08-16,39.00,False
25.2,MSFT,500.59,15.3%,HIGH,MIXED,CAPEX,MID,margins expanding + est rising (op_m=45%),WATCH,,27.86,21.14,1.62,6.70,4.63,0.44,-4.19,56.20,0.5%,2.1%,2.7%,-9.9%,-9.6%,43.4%,6.2%,34.70,NORMAL,0.55,2.71,MIXED,38.00,UP,True,Technology,19296597,21459820,34881756,0.90,0.55,NORMAL,normal,0.61,,,,,False,10.0,2.9,5.3,12.0,-5.0,3.0,4.0,3.0,2.0,0.0,10.0,0.0,12.0,2.9,5.3,-5.0,,,10.0,0.73,16.1%,False,0.20,2026-11-18,,False
25.2,Q,124.50,42.0%,MEDIUM,CYCLICAL,CAPEX,MID,margins expanding + est rising (op_m=22%),FUNDAMENTALS_READY_PRICE_FALLING,,44.46,23.15,,21.30,12.90,0.35,-12.55,50.50,2.2%,8.6%,-3.4%,-29.8%,-29.8%,76.6%,-3.9%,46.70,STRENGTH-HOLLOW,2.21,3.09,RISING,6.00,DOWN,False,Technology,907155,1690550,1896686,0.54,0.48,LIGHT,FAKE-BOUNCE,0.89,ACCUM-CONFIRMED-RECENTLY,3.00,UP,2.06,True,-2.0,7.2,0.0,-2.0,22.0,3.0,-4.0,3.0,-4.0,0.0,8.0,-10.0,-2.0,7.2,0.0,22.0,,,-2.0,0.18,42.1%,False,0.08,2026-08-30,25.00,False
25.2,LPLA,302.47,42.2%,MEDIUM,MIXED,RATE,LATE,margins contracting + eps30=-0.1<0 → LATE not TROUGH,FALLING_KNIFE,,24.26,10.14,0.40,14.10,4.83,-0.10,-4.93,24.90,-9.0%,-11.5%,-16.3%,-25.1%,-24.4%,16.3%,-13.4%,5.00,DISTRIBUTION,-6.73,4.50,MIXED,0.00,DOWN,False,Financial Services,1099217,604780,845443,1.82,1.30,HIGH,HIGH-DOWN,0.71,DISTRIB-CONFIRMED-RECENTLY,15.00,DOWN,1.60,False,-2.0,2.5,13.7,-11.0,22.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,-10.0,-11.0,2.5,13.7,22.0,,,-2.0,0.40,42.6%,False,0.10,2026-08-13,42.00,False
25.1,AME,246.45,12.9%,MEDIUM,MIXED,ECONOMIC,EARLY,fwd<trail PE + healthy margins (op_m=26%) → grower (EARLY),WATCH,CONFIRMED-1d (holding),35.98,25.71,2.79,10.30,8.82,6.69,-2.13,58.70,2.2%,5.1%,2.9%,-5.6%,-5.6%,37.5%,1.9%,56.10,NORMAL,1.04,1.97,RISING,115.00,UP,True,Industrials,1466549,1448760,1247298,1.01,1.18,NORMAL,normal,1.16,,,,,False,8.0,11.4,-1.3,12.0,-5.0,3.0,4.0,3.0,2.0,0.0,8.0,0.0,12.0,11.4,-1.3,-5.0,,,8.0,0.53,13.5%,False,0.19,2026-09-14,10.00,False
25.1,LRCX,307.28,21.6%,HIGH,CYCLICAL,CAPEX,MID,margins expanding + est rising (op_m=37%),WATCH,CONFIRMED-1d (holding),51.73,26.17,1.45,25.60,19.21,1.58,-17.63,53.00,-1.2%,14.1%,-0.9%,-29.9%,-29.9%,145.8%,0.7%,77.90,FELL-RECOVERED,-1.11,3.64,MIXED,3.00,UP,True,Technology,9123960,11136280,10751405,0.82,0.85,NORMAL,normal,1.04,ACCUM-CONFIRMED-RECENTLY,4.00,UP,1.83,True,0.0,11.8,3.3,10.0,3.0,3.0,4.0,3.0,0.0,0.0,10.0,-10.0,10.0,11.8,3.3,3.0,,,0.0,0.34,22.0%,False,0.18,2026-09-22,2.00,True
24.9,JCI,145.90,12.4%,MEDIUM,CYCLICAL,ECONOMIC,EARLY,margins expanding + est rising (op_m=16%),WATCH,CONFIRMED-1d (holding),41.10,24.03,1.67,17.10,5.51,0.65,-4.86,54.50,0.5%,5.5%,2.0%,-7.1%,-7.1%,39.6%,0.8%,30.70,BASING,0.59,1.32,RISING,6.00,DOWN,True,Industrials,2901566,3831630,3838297,0.76,0.76,LIGHT,FAKE-BOUNCE,1.00,ACCUM-CONFIRMED-RECENTLY,8.00,UP,1.51,True,12.0,3.6,2.3,12.0,-5.0,3.0,4.0,3.0,2.0,0.0,8.0,4.0,12.0,3.6,2.3,-5.0,,,12.0,1.10,13.5%,False,0.45,2026-09-20,4.00,True
24.6,DIS,103.46,23.0%,MEDIUM,MIXED,ECONOMIC,MID,"margins expanding, estimates not yet moving",WATCH,,21.42,13.84,,7.60,-0.25,0.65,0.90,45.40,-0.7%,-2.8%,-4.0%,-42.4%,-11.6%,12.2%,0.4%,39.60,GRINDING-DOWN,-0.93,1.86,MIXED,95.00,UP,True,Communication Services,8188522,9041560,9803040,0.91,0.83,NORMAL,normal,0.92,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.95,False,8.0,0.5,10.1,3.0,3.0,3.0,4.0,0.0,-4.0,0.0,8.0,0.0,3.0,0.5,10.1,3.0,,,8.0,1.45,24.4%,False,0.31,2026-06-29,87.00,False
24.5,BLK,1060.89,24.7%,MEDIUM,MIXED,RATE,TROUGH,"margins contracting, estimates stabilising",EARLY_TURN,,25.45,16.50,0.89,9.00,6.00,0.25,-5.75,41.80,-2.7%,0.2%,-8.3%,-13.0%,-13.0%,15.6%,-4.2%,28.40,NORMAL,-3.15,1.64,MIXED,48.00,UP,False,Financial Services,460691,552270,708360,0.83,0.65,NORMAL,normal,0.78,ACCUM-CONFIRMED-RECENTLY,3.00,UP,1.53,True,8.0,3.5,10.0,0.0,3.0,6.0,-4.0,3.0,-5.0,0.0,8.0,0.0,0.0,3.5,10.0,3.0,,,8.0,2.06,26.8%,False,0.52,2026-09-07,17.00,False
24.2,UI,573.40,28.1%,HIGH,CYCLICAL,CAPEX,MID,margins expanding + est rising (op_m=36%),WATCH,,36.57,29.29,1.10,7.30,2.79,2.79,0.00,50.10,-2.2%,1.9%,2.6%,-47.9%,-47.9%,14.6%,1.6%,2.40,NORMAL,-1.05,1.97,FALLING,7.00,UP,True,Technology,56027,179910,135131,0.31,0.41,VERY_LIGHT,FAKE-BOUNCE,1.33,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.75,False,0.0,4.3,4.9,12.0,3.0,3.0,4.0,3.0,2.0,0.0,10.0,-10.0,12.0,4.3,4.9,3.0,,,0.0,0.59,28.7%,False,0.20,2026-08-30,25.00,False
24.1,VRT,248.78,35.9%,HIGH,CYCLICAL,ECONOMIC,MID,margins expanding + est rising (op_m=20%),FUNDAMENTALS_READY_PRICE_FALLING,,55.78,27.27,0.85,28.50,3.62,0.26,-3.36,45.00,-0.8%,6.0%,-5.0%,-34.5%,-34.5%,85.9%,-7.5%,4.20,NORMAL,1.12,2.62,MIXED,6.00,DOWN,False,Industrials,3545593,6799020,5945894,0.52,0.60,LIGHT,FAKE-BOUNCE,1.14,DISTRIB-CONFIRMED-RECENTLY,7.00,DOWN,1.83,False,0.0,2.2,5.9,-3.0,22.0,3.0,-4.0,3.0,-5.0,0.0,10.0,-10.0,-3.0,2.2,5.9,22.0,,,0.0,0.07,36.0%,False,0.05,2026-09-13,11.00,False
24.1,STRL,512.00,71.1%,MEDIUM,CYCLICAL,CAPEX,MID,"margins expanding, estimates not yet moving",WATCH,,36.57,20.16,0.63,16.40,-6.08,0.47,6.55,49.90,-0.1%,11.5%,-0.9%,-49.1%,-49.1%,81.8%,-6.6%,39.90,NORMAL,-0.11,2.45,FALLING,4.00,UP,False,Industrials,296777,595610,735101,0.50,0.40,VERY_LIGHT,FAKE-BOUNCE,0.81,,,,,False,-2.0,-2.8,6.9,2.0,20.0,3.0,-4.0,3.0,0.0,0.0,8.0,-10.0,2.0,-2.8,6.9,20.0,,,-2.0,,71.1%,False,0.00,1998-12-22,10138,False
23.7,TPR,110.51,50.7%,MEDIUM,CYCLICAL,ECONOMIC,EARLY,margins expanding + est rising (op_m=20%),FALLING_KNIFE,,15.20,12.42,1.61,2.80,2.28,0.93,-1.35,27.10,-2.3%,-5.6%,-15.1%,-32.9%,-32.9%,18.8%,-18.0%,14.00,GRINDING-DOWN,-1.07,2.33,FALLING,17.00,DOWN,False,Consumer Cyclical,2367853,3498360,2926687,0.68,0.81,LIGHT,light-dip,1.20,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.63,False,10.0,2.1,2.6,-11.0,20.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,2.0,-11.0,2.1,2.6,20.0,,,10.0,1.45,52.1%,False,0.22,2026-09-03,21.00,False
23.6,TER,389.14,14.7%,HIGH,CYCLICAL,CAPEX,MID,margins expanding + est rising (op_m=33%),WATCH,CONFIRMED-1d (holding),54.65,33.40,0.73,21.30,22.98,0.86,-22.12,56.70,2.0%,16.9%,3.6%,-20.2%,-20.2%,202.6%,6.4%,53.20,NORMAL,4.31,5.23,RISING,2.00,UP,True,Technology,2007525,2939650,3727787,0.68,0.54,LIGHT,FAKE-BOUNCE,0.79,,,,,False,0.0,13.1,6.5,12.0,-5.0,3.0,4.0,3.0,2.0,0.0,10.0,-10.0,12.0,13.1,6.5,-5.0,,,0.0,0.13,14.9%,False,0.07,2026-09-03,21.00,False
23.4,VIV,11.65,28.6%,MEDIUM,MIXED,ECONOMIC,MID,fwd<trail PE but eps30=1.0 flat/weak → MID,FALLING_KNIFE,,14.94,11.04,0.84,3.90,0.92,0.99,0.07,42.80,-3.1%,-2.0%,1.9%,-32.5%,-32.5%,4.2%,-5.2%,7.70,GRINDING-DOWN,-1.41,2.23,MIXED,39.00,DOWN,False,Communication Services,1397694,1614340,1331854,0.87,1.05,NORMAL,normal,1.21,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.25,False,8.0,1.5,11.9,-1.0,3.0,3.0,-6.0,0.0,2.0,0.0,8.0,0.0,-1.0,1.5,11.9,3.0,,,8.0,4.67,33.3%,False,1.21,2026-08-26,29.00,False
23.0,LOPE,150.64,29.4%,HIGH,DEFENSIVE,,LATE,fwd<trail PE + eps30=-0.1<0 → LATE,FALLING_KNIFE,,18.64,13.32,0.86,5.30,0.13,-0.12,-0.25,50.80,0.1%,-1.8%,2.2%,-32.5%,-32.5%,12.2%,1.9%,64.10,NORMAL,-2.90,5.73,MIXED,37.00,DOWN,True,Consumer Defensive,354696,341060,337437,1.04,1.05,NORMAL,normal,1.01,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.69,False,0.0,-0.1,11.1,9.0,3.0,3.0,4.0,0.0,2.0,0.0,10.0,-10.0,9.0,-0.1,11.1,3.0,,,0.0,,29.4%,False,0.00,,,False
22.7,BROS,38.43,95.7%,MEDIUM,CYCLICAL,ECONOMIC,EARLY,margins expanding + est rising (op_m=13%),FALLING_KNIFE,,53.38,29.25,1.31,24.10,5.25,-0.02,-5.27,21.50,-1.8%,-8.5%,-22.9%,-55.8%,-48.1%,1.9%,-28.1%,54.20,GRINDING-DOWN,-1.07,3.41,FALLING,14.00,DOWN,False,Consumer Cyclical,4524570,4626500,3766680,0.98,1.20,NORMAL,normal,1.23,DISTRIB-CONFIRMED-RECENTLY,2.00,DOWN,1.69,False,10.0,2.8,3.9,-11.0,20.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,2.0,-11.0,2.8,3.9,20.0,,,10.0,,95.7%,False,0.00,,,False
22.4,SN,168.49,24.4%,MEDIUM,CYCLICAL,ECONOMIC,EARLY,margins expanding + est rising (op_m=10%),FUNDAMENTALS_READY_PRICE_FALLING,,34.39,21.99,,12.40,9.29,7.43,-1.86,46.20,0.6%,0.8%,-6.8%,-13.4%,-13.4%,102.7%,-1.4%,60.40,NORMAL,1.07,3.13,RISING,6.00,UP,False,Consumer Cyclical,1003820,2651830,2027741,0.38,0.49,VERY_LIGHT,light-dip,1.31,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,3.10,False,10.0,12.4,0.0,-3.0,3.0,3.0,-4.0,3.0,-5.0,0.0,8.0,2.0,-3.0,12.4,0.0,3.0,,,10.0,,24.4%,False,0.00,2023-11-29,1030,False
22.3,ASML,1744.61,21.3%,HIGH,CYCLICAL,CAPEX,MID,margins expanding + est rising (op_m=37%),WATCH,CONFIRMED-1d (holding),59.89,29.47,1.58,30.40,24.39,0.58,-23.81,55.10,1.9%,9.6%,-1.1%,-12.8%,-12.8%,86.5%,1.4%,95.30,NORMAL,1.16,2.43,RISING,6.00,DOWN,True,Technology,1249115,1438840,1713651,0.87,0.73,NORMAL,normal,0.84,,,,,False,0.0,13.6,2.7,6.0,3.0,3.0,4.0,3.0,-4.0,0.0,10.0,-10.0,6.0,13.6,2.7,3.0,,,0.0,0.25,21.5%,False,0.30,2026-07-27,59.00,False
22.3,EXLS,34.83,28.1%,MEDIUM,MIXED,CAPEX,MID,fwd<trail PE but eps30=0.0 flat/weak → MID,WATCH,,22.18,13.41,,8.80,3.49,0.00,-3.49,45.10,-1.2%,-4.0%,-7.2%,-33.6%,-21.4%,40.2%,2.1%,1.30,GRINDING-DOWN,0.06,2.18,MIXED,38.00,UP,True,Technology,1793021,1735730,2455463,1.03,0.73,NORMAL,normal,0.71,,,,,False,8.0,1.9,10.4,-1.0,3.0,3.0,4.0,-3.0,-5.0,0.0,8.0,0.0,-1.0,1.9,10.4,3.0,,,8.0,,28.1%,False,0.00,,,False
22.2,ANET,203.47,18.9%,HIGH,CYCLICAL,CAPEX,EARLY,fwd<trail PE + healthy margins (op_m=45%) → grower (EARLY),WATCH,,64.39,39.22,1.54,25.20,16.46,0.54,-15.92,58.00,-0.9%,5.5%,7.9%,-5.3%,-5.3%,77.7%,8.0%,47.50,NORMAL,0.02,2.82,MIXED,6.00,DOWN,True,Technology,3960650,5302590,7644367,0.75,0.52,LIGHT,FAKE-BOUNCE,0.69,,,,,False,14.0,9.3,2.9,14.0,-5.0,3.0,4.0,3.0,4.0,0.0,10.0,4.0,14.0,9.3,2.9,-5.0,,,14.0,,18.9%,False,0.00,,,False
21.8,IR,76.22,26.3%,MEDIUM,CYCLICAL,ECONOMIC,TROUGH,fwd<trail PE + eps30=1.7>1.5 + low margins → TROUGH,FUNDAMENTALS_READY_PRICE_FALLING,,31.50,19.46,0.60,12.00,1.85,1.68,-0.17,50.60,5.4%,6.0%,-5.3%,-28.1%,-24.5%,12.0%,-5.0%,92.30,ACCUM-STRONG,1.48,4.08,RISING,0.00,UP,False,Industrials,8526212,5396530,4172266,1.58,2.04,HIGH,HIGH-UP,1.29,,1.00,UP,2.05,True,12.0,2.7,7.1,-3.0,3.0,3.0,-4.0,3.0,-5.0,0.0,8.0,4.0,-3.0,2.7,7.1,3.0,,,12.0,0.16,26.4%,False,0.03,2026-08-12,43.00,False
21.4,WWD,326.23,35.1%,MEDIUM,CYCLICAL,ECONOMIC,MID,fwd<trail PE but eps30=0.1 flat/weak → MID,EARLY_TURN,,36.25,30.37,2.11,5.90,-0.17,0.12,0.29,38.70,0.3%,2.1%,-5.0%,-27.7%,-27.7%,39.8%,-9.3%,66.80,NORMAL,-1.48,2.70,RISING,37.00,DOWN,False,Industrials,533453,927570,733576,0.57,0.73,LIGHT,FAKE-BOUNCE,1.26,ACCUM-CONFIRMED-RECENTLY,3.00,UP,2.36,True,-2.0,0.0,0.4,1.0,22.0,6.0,-4.0,3.0,-4.0,0.0,8.0,-10.0,1.0,0.0,0.4,22.0,,,-2.0,0.30,35.4%,False,0.13,2026-11-18,,False
21.3,BWXT,141.81,57.7%,MEDIUM,MIXED,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",FALLING_KNIFE,,36.74,26.92,1.67,9.80,1.41,0.25,-1.16,32.70,-3.8%,-3.3%,-9.6%,-41.4%,-41.4%,0.3%,-12.7%,10.40,GRINDING-DOWN,-2.39,2.57,FALLING,14.00,UP,False,Industrials,765849,1080730,1008324,0.71,0.76,LIGHT,light-dip,1.07,ACCUM-CONFIRMED-RECENTLY,3.00,UP,2.78,True,8.0,1.0,3.3,-11.0,20.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,1.0,3.3,20.0,,,8.0,0.73,58.4%,False,0.27,2026-08-17,38.00,False
21.3,GLW,154.48,24.6%,MEDIUM,CYCLICAL,COMMODITY,EARLY,margins expanding + est rising (op_m=16%),WATCH,CONFIRMED-2d (holding),71.52,35.51,0.95,36.00,3.89,0.68,-3.21,49.90,-3.3%,7.2%,6.1%,-43.2%,-43.2%,100.5%,0.8%,12.60,NORMAL,0.29,4.51,MIXED,2.00,UP,True,Technology,5517540,8903900,12830000,0.62,0.43,LIGHT,FAKE-BOUNCE,0.69,,,,,False,12.0,2.8,5.5,14.0,0.0,3.0,4.0,3.0,4.0,0.0,8.0,4.0,14.0,2.8,5.5,0.0,,,12.0,0.73,25.3%,False,0.52,2026-08-30,25.00,False
21.2,SQM,69.08,22.7%,MEDIUM,CYCLICAL,COMMODITY,EARLY,fwd<trail PE + healthy margins (op_m=49%) → grower (EARLY),FUNDAMENTALS_READY_PRICE_FALLING,,14.45,9.84,0.32,4.60,12.58,0.02,-12.56,40.20,-0.7%,-0.3%,-15.7%,-40.3%,-29.5%,70.2%,-5.0%,46.50,GRINDING-DOWN,-1.48,2.90,MIXED,2.00,DOWN,False,Basic Materials,736056,1130720,1059477,0.65,0.69,LIGHT,light-dip,1.07,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.83,False,10.0,6.7,7.5,-6.0,3.0,3.0,-4.0,0.0,-5.0,0.0,8.0,2.0,-6.0,6.7,7.5,3.0,,,10.0,2.08,24.8%,False,0.21,2026-09-07,17.00,False
21.1,ISRG,398.30,19.6%,HIGH,MIXED,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",WATCH,CONFIRMED-1d (holding),46.10,32.94,1.87,13.20,2.59,0.17,-2.42,62.30,-0.8%,5.6%,5.1%,-35.3%,-34.0%,21.2%,6.7%,26.80,NORMAL,-0.19,2.11,MIXED,22.00,DOWN,True,Healthcare,1678195,2766950,2882646,0.61,0.58,LIGHT,FAKE-BOUNCE,0.96,ACCUM-CONFIRMED-RECENTLY,3.00,UP,1.71,True,10.0,1.6,0.5,14.0,-5.0,3.0,4.0,3.0,4.0,0.0,10.0,0.0,14.0,1.6,0.5,-5.0,,,10.0,,19.6%,False,0.00,,,False
21.1,CAT,812.02,20.1%,MEDIUM,CYCLICAL,CAPEX,TROUGH,"margins contracting, estimates stabilising",FUNDAMENTALS_READY_PRICE_FALLING,,34.97,25.08,1.41,9.90,7.38,0.67,-6.71,48.80,-0.5%,3.6%,-1.9%,-24.3%,-24.4%,76.7%,-2.8%,74.00,FELL-RECOVERED,-1.53,2.25,MIXED,34.00,UP,False,Industrials,2711623,2474280,3009162,1.10,0.90,NORMAL,normal,0.82,,3.00,UP,1.59,True,12.0,4.6,3.5,-2.0,3.0,3.0,-4.0,3.0,-4.0,0.0,8.0,4.0,-2.0,4.6,3.5,3.0,,,12.0,0.76,20.9%,False,0.26,2026-07-19,67.00,False
21.0,CSCO,106.43,29.0%,HIGH,MIXED,CAPEX,MID,margins expanding + est rising (op_m=28%),FUNDAMENTALS_READY_PRICE_FALLING,,31.96,18.93,0.98,13.00,7.15,0.43,-6.72,40.80,-0.0%,-1.2%,-3.5%,-18.4%,-18.4%,59.3%,-5.5%,53.60,GRINDING-DOWN,-0.21,0.91,FALLING,28.00,DOWN,False,Technology,17596027,19894060,22355556,0.88,0.79,NORMAL,normal,0.89,DISTRIB-CONFIRMED-RECENTLY,4.00,DOWN,1.85,False,10.0,4.2,8.8,-5.0,3.0,3.0,-4.0,0.0,-4.0,0.0,10.0,0.0,-5.0,4.2,8.8,3.0,,,10.0,1.56,30.5%,False,0.50,2026-10-01,,False
20.5,ULTA,543.81,16.0%,MEDIUM,CYCLICAL,ECONOMIC,TROUGH,"margins contracting, estimates stabilising",WATCH,,20.16,16.95,2.00,3.20,0.53,0.36,-0.17,52.40,-2.5%,-0.1%,4.3%,-23.9%,-23.9%,22.6%,3.8%,3.00,GRINDING-DOWN,0.94,3.66,MIXED,59.00,DOWN,True,Consumer Cyclical,322586,560140,718716,0.58,0.45,LIGHT,light-dip,0.78,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.59,False,15.0,0.6,0.9,9.0,-5.0,3.0,4.0,0.0,2.0,0.0,8.0,8.0,9.0,0.6,0.9,-5.0,,,15.0,,16.0%,False,0.00,2012-03-15,5306,False
20.5,VNT,31.32,31.1%,MEDIUM,MIXED,CAPEX,MID,fwd<trail PE but eps30=0.4 flat/weak → MID,FUNDAMENTALS_READY_PRICE_FALLING,,13.05,8.23,,4.80,2.76,0.43,-2.33,42.70,0.3%,-2.5%,-5.0%,-35.0%,-35.0%,14.9%,-2.9%,36.90,NORMAL,0.51,1.77,MIXED,94.00,DOWN,False,Technology,906504,1418090,1661028,0.64,0.55,LIGHT,light-dip,0.85,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,1.74,False,8.0,1.9,13.6,-6.0,3.0,3.0,-4.0,0.0,-5.0,0.0,8.0,0.0,-6.0,1.9,13.6,3.0,,,8.0,0.32,31.4%,False,0.04,2026-09-02,22.00,False
20.4,ONTO,282.31,36.9%,MEDIUM,CYCLICAL,CAPEX,TROUGH,"margins contracting, estimates stabilising",WATCH,,105.34,24.01,0.80,81.30,21.68,1.61,-20.07,53.10,2.3%,15.6%,-3.8%,-27.0%,-26.9%,137.3%,0.2%,71.50,STRENGTH-HOLLOW,2.08,4.58,RISING,2.00,UP,True,Technology,640565,962600,1220202,0.67,0.53,LIGHT,FAKE-BOUNCE,0.79,ACCUM-CONFIRMED-RECENTLY,3.00,UP,1.70,True,15.0,13.2,6.2,6.0,0.0,3.0,4.0,3.0,-4.0,0.0,8.0,8.0,6.0,13.2,6.2,0.0,,,15.0,,36.9%,False,0.00,,,False
20.3,DLTR,113.16,20.5%,MEDIUM,DEFENSIVE,,EARLY,estimates rising (no margin trend data),FUNDAMENTALS_READY_PRICE_FALLING,,13.87,14.31,1.44,-0.40,3.39,2.22,-1.17,34.80,0.7%,0.3%,-13.9%,-36.1%,-20.5%,33.6%,-10.0%,32.30,GAP-UP-FADED,2.15,2.77,RISING,5.00,DOWN,False,Consumer Defensive,2236379,3598490,3208196,0.62,0.70,LIGHT,light-dip,1.12,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.05,False,8.0,4.0,8.3,-3.0,3.0,3.0,-4.0,3.0,-5.0,0.0,8.0,0.0,-3.0,4.0,8.3,3.0,,,8.0,,20.5%,False,0.00,,,False
20.2,CRUS,120.45,37.0%,HIGH,CYCLICAL,COMMODITY,MID,"margins expanding, estimates not yet moving",WATCH,,14.69,13.53,,1.20,-5.18,0.00,5.18,53.40,0.4%,-1.4%,4.4%,-33.2%,-33.2%,13.4%,-1.9%,78.30,FELL-RECOVERED,0.13,1.57,RISING,5.00,UP,False,Technology,479320,1014900,732722,0.47,0.65,VERY_LIGHT,light-dip,1.39,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.78,False,0.0,-2.8,0.0,1.0,22.0,3.0,-4.0,0.0,2.0,0.0,10.0,-10.0,1.0,-2.8,0.0,22.0,,,0.0,,37.0%,False,0.00,,,False
20.1,AGM,217.17,18.3%,MEDIUM,MIXED,RATE,EARLY,fwd<trail PE + healthy margins (op_m=70%) → grower (EARLY),FALLING_KNIFE,,11.87,9.39,0.73,2.50,10.82,8.38,-2.44,40.30,-0.8%,-3.3%,-1.7%,-12.5%,-12.5%,59.0%,-2.0%,40.20,GRINDING-DOWN,-0.39,1.39,FALLING,47.00,UP,False,Financial Services,83928,129990,123553,0.65,0.68,LIGHT,light-dip,1.05,DISTRIB-CONFIRMED-RECENTLY,3.00,DOWN,2.64,False,8.0,14.2,12.9,-10.0,-5.0,3.0,-6.0,-3.0,-4.0,0.0,8.0,0.0,-10.0,14.2,12.9,-5.0,,,8.0,2.85,21.2%,False,0.34,2026-09-14,10.00,False
19.6,CW,545.15,44.2%,MEDIUM,MIXED,ECONOMIC,MID,fwd<trail PE but eps30=0.1 flat/weak → MID,FUNDAMENTALS_READY_PRICE_FALLING,,37.44,31.81,2.00,5.60,0.53,0.05,-0.48,28.30,-4.0%,-3.1%,-14.1%,-32.5%,-32.5%,8.6%,-16.9%,21.90,GRINDING-DOWN,-3.61,2.46,FALLING,37.00,UP,False,Industrials,525514,445200,327343,1.18,1.60,NORMAL,normal,1.36,DISTRIB-CONFIRMED-RECENTLY,1.00,DOWN,1.64,False,8.0,0.3,0.3,-11.0,22.0,3.0,-6.0,-3.0,-5.0,0.0,8.0,0.0,-11.0,0.3,0.3,22.0,,,8.0,0.18,44.4%,False,0.07,2026-09-24,0.00,False
